"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"46","Argentina","ARG",2.3096621781051,8.45510563380282,NA,6.75,4.63636363636363,9.22755281690141,6.21428571428572,2.5,0,1,2,1.70521741541841,7.04025306618502,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,5.91607978309962,3.98862017608733,9.19516483473941,4.92805380304581,0,0,1,1.5,3.5,2.27272727272727,10,2.42857142857143,5,0,1,1,10,7,10,8.45510563380282,0,0,2,3,2.90776643384623,1.18153942893187,NA,NA,NA,NA,1.12983170462515,0,0.3
"47","Barbados","BRB",1.60360734056825,9.29137323943663,NA,5.57307692307693,NA,7.39334844595509,6.64285714285714,2.33333333333333,0,1,2,1.74590245865098,5.00215729230587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18355981037089,NA,7.14556527691377,5.7321150422111,0,0,1,2,7.62,1.81818181818182,5.49532365247354,3.28571428571428,4.66666666666667,0,0,0.5,3.52615384615385,NA,10,9.29137323943663,0,0,1,1.5,3.04817539512355,1.14976834910412,NA,NA,NA,NA,NA,0,0.4
"48","Bolivia","BOL",1.93536899421604,2.68926056338029,NA,7.17032269804729,4.54306220095694,4.62145774907878,8.14285714285715,6.58333333333333,0,2,2.5,1.2805844407771,8.42059700739477,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,5,0,1,2,7.16987999353446,2.84361115518875,4.19815266064719,7.92824967172092,6.57013444814234,0,2,2.5,7.25,8.08612440191388,6.55365493477726,6.28571428571429,6.16666666666667,0,0,1,7.09064539609458,1,10,2.68926056338029,7,0,1,2,1.6398965099604,1.25653222814413,NA,NA,1.4142135623731,NA,1.12603687234278,0,0.3
"49","Burkina Faso","BFA",0.117020700253914,2.20510563380281,NA,8.42923076923077,9.37799043062201,2.78880681640916,8.35714285714285,2.25,10,4,4,6.85263104921822,5.48104116157971,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,8.28158290332322,9.35733982563635,2.72703802479433,8.24621125123532,0,10,4,4,10,8.75598086124402,3.37250799901551,9.71428571428571,4.5,10,2,3,6.85846153846154,10,7,2.20510563380281,0,10,2,2.5,4.69585522967096,2.44443836040656,NA,0.871186083711135,NA,0.600925212577332,NA,0,0.1
"50","Dominica","DMA",NA,NA,NA,7.38846153846154,3.25119617224881,NA,2.57142857142857,3.25,0,1,1,1,2.46987531088755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.16293880384946,2.34571787402015,NA,0,0,0,1,1,9.2,5.50239234449761,NA,5.14285714285714,6.5,0,0,0.5,5.57692307692308,1,0,NA,0,0,0,0,1,1.35870273485153,NA,NA,NA,NA,NA,0,0.4
"51","Egypt","EGY",0.706199771275436,7.44278169014085,NA,6.21948526956256,NA,6.86900344659639,7.5,3.25,0,1,2,1.65171008360641,8.01184781378499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.21628527703912,NA,6.84499721523597,7.07106781186548,0,0,1,2,6.02,1.79425837320574,6.29522520305193,5,6.5,0,0,0,6.41897053912513,NA,10,7.44278169014085,0,0,1,1.5,2.72814620028708,2.38949038048258,NA,NA,NA,NA,1.66470981452955,0,0.4
"52","El Salvador","SLV",2.15533081228725,4.66989436619719,NA,5.63461538461539,7.48803827751196,3.67970475139788,6.99452380952382,4.58333333333333,4.56431208779111,1,2,2.55521881170514,7.34348624360564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,5.63300712149108,7.05413109817497,3.54397398187455,6.95851653594015,0,0,1,2,5.5,4.97607655502392,2.68951513659857,6.28571428571429,9.16666666666667,0,0,0.5,5.76923076923077,10,7.70333333333334,4.66989436619719,0,9.12862417558222,1,2,6.52914317569181,0.952990946069057,NA,1.51296333558541,NA,0.76149961050859,1.01813122318962,0,0.2
"53","Eritrea","ERI",0.66170552601786,4.8899647887324,NA,7.10269230769231,NA,6.98934616497905,7.78571428571428,2.25,5,2,3,4.70247432443013,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,6.59090282131364,NA,6.66660015682477,7.74596669241483,0,0,1,2,9.75,10,9.0887275412257,8.57142857142857,4.5,10,2,3.5,4.45538461538462,NA,7,4.8899647887324,0,0,0,0.5,2.21132647719246,1.56760520714999,NA,NA,NA,NA,NA,0,0.4
"54","Georgia","GEO",3.5118113607822,4.00968309859156,NA,7.5,4.96411483253589,2.92195944247815,6.64285714285714,2.91666666666667,5,1,2,2.51638746115734,7.34005182569476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.07106781186548,4.96398512541676,2.71195579451778,5.7321150422111,0,0,1,1.5,5,4.92822966507177,1.83423578636475,3.28571428571428,5.83333333333333,0,0,0,10,5,10,4.00968309859156,0,10,3,3,6.33220585466989,0.717094551564273,NA,1.73205080756888,NA,NA,NA,0,0.3
"55","Guatemala","GTM",2.02749565210822,6.87059859154929,NA,6.76646137859005,8.25358851674641,5.47227935976677,7.28571428571428,4.75,0,2,3,1.61900669250912,7.79289596823935,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,5,0,0,10,0,0,1,1.5,6.73082489510488,8.06670752754358,5.29060910645991,7.28010988928052,0,0,2,3,7.46,6.50717703349282,4.07396012798425,7.57142857142857,9.5,0,0,1.5,6.07292275718011,10,7,6.87059859154929,0,0,1,1.5,2.62118267038932,1.07990397049341,NA,NA,NA,0,NA,0,0.1
"56","Lesotho","LSO",2.47159692875087,5.37411971830987,NA,10,6.87799043062201,5.57316618453027,9.09285729980576,1.25,2.5,2,3,2.2767709176426,3.8517798679503,10,0,0,0,0,0,1,1,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,10,6.61663844457441,5.56961056310734,9.08980156967968,0,0,2,3,10,8.75598086124402,5.77221265075068,8.85714285714286,2.5,0,1,2,10,5,9.32857174246867,5.37411971830987,0,5,1,1.5,5.18368581142312,1.02290358713094,NA,1.73205080756888,NA,NA,NA,0,0.3
"57","Mauritius","MUS",0.176228871389223,3.56954225352113,NA,6.31824,2.39712918660287,2.15734065666458,6.42857142857143,7.25,0,1,2,1.37452654624142,1.18709678914805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.27914720324345,2.32008084333655,1.63089097082967,5.34522483824849,6.70820393249937,0,0,1.5,7.02,1.79425837320574,0.745139059808025,2.85714285714286,4.5,0,0,0.5,5.61648,3,10,3.56954225352113,10,0,2,2,1.88932322632236,2.37760253187369,NA,NA,1.4142135623731,NA,NA,0,0.3
"58","Myanmar","MMR",2.82388329182245,10,NA,8.5,4.04066985645933,9.20286733940438,6.86307116917201,5,10,3,4,10,3.16227766016838,0,0,0,0,0,10,1,1,10,0,10,0,0,10,3,3,10,0,10,5,0,10,3,3.5,8.36660026534076,2.66107867469541,9.16827937991026,6.85736579759671,0,10,3,3.5,7,7.08133971291866,8.40573467880876,7.14285714285714,10,10,2,4,10,1,6.58328519548689,10,0,10,3,3,10,0.929380510658409,NA,1.73205080756888,NA,NA,NA,0,0.3
"59","Pakistan","PAK",1.46177312399448,5.90228873239436,NA,7.82183060282973,5.8133971291866,7.45858960370641,6.28571428571428,8.5,5,3,4.5,2.771756742808,8.59864012833393,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,2,10,0,0,5,10,0,2,2.5,7.81010274879213,5.7562115398816,7.29441474516432,6.15281584781658,8.36660026534076,0,3,4,8.25,6.62679425837321,9.01489047501846,7.57142857142857,10,0,1,2.5,7.39366120565945,5,5,5.90228873239436,7,10,1,2,7.68263544130161,1.19251395845558,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.3
"60","Seychelles","SYC",2.73658711469891,7.97095070422536,NA,8.81,NA,6.2162777148988,2.64285714285715,1.5,0,1,1.5,1.68026403164347,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.72926113711808,NA,5.96349153845926,2.61861468283191,0,0,1,1.5,7.62,2.20095693779904,4.46160472557224,2.28571428571429,3,0,0,0.5,10,NA,3,7.97095070422536,0,0,1,1.5,2.82328721603477,0.887945983375882,NA,NA,NA,NA,NA,0,0.4
"61","Spain","ESP",1.29051824323597,0,NA,6,1.5,1.45243662318484,5.35714285714286,2.58333333333333,0,0,1,1,0.572262910017512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47213595499958,0,0,2.67261241912424,0,0,0,0,2,0,2.90487324636968,0.714285714285714,5.16666666666667,0,0,0,10,3,10,0,0,0,2,2,1,1.37942789788087,NA,NA,NA,NA,NA,0,0.3
"62","Suriname","SUR",1.66077757764732,2.24911971830987,NA,8.22,NA,5.88735828396419,6.3252380952381,2.41666666666667,0,1,2,1.22462506264754,3.27636676126648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.078242383093,NA,4.62862913864865,6.15250626438798,0,0,1,1.5,6.7,5.52631578947368,9.52559684961851,4.85714285714286,4.83333333333333,0,0,0.5,9.74,NA,7.79333333333334,2.24911971830987,0,0,0,1,1.49970654406449,1.47882193376488,NA,NA,NA,NA,NA,0,0.4
"63","Syria","SYR",0.654229122585237,10,NA,8.41769230769231,8.08612440191387,10,8.5,7.41666666666667,0,5,5,1.77827941003892,7.7661266595938,0,0,10,0,0,0,1,1,0,0,10,10,10,0,3,3,5,0,10,10,10,0,3,3.5,8.26763848712837,7.85636608351963,10,8.36660026534076,7.40495329717435,0,5,5,10,6.17224880382775,10,10,7.83333333333333,0,3,3.5,6.83538461538462,10,7,10,7,0,2,3,3.16227766016838,2.41823833570131,NA,NA,1.4142135623731,NA,NA,0,0.3
"64","Timor-Leste","TLS",1.15664026060119,5.55017605633803,NA,6.14307692307693,5.15311004784689,3.75373680985742,7.14285714285715,3,5,1,2.5,4.85374202390113,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,5.53878631526383,3.05060979079491,3.29595905183647,7.14142842854285,0,0,1,1.5,8.8,9.30622009569378,1.95729756337682,7.28571428571429,6,10,1,2.5,3.48615384615385,1,7,5.55017605633803,0,0,0,0.5,2.35588116345838,2.44948974278318,NA,NA,NA,NA,NA,0,0.3
"65","Trinidad and Tobago","TTO",1.53361543384071,3.34947183098591,NA,7.934,NA,3.61941964672604,1.42857142857143,1.83333333333334,0.89742013541475,1,1,1.56585135963756,1.66851065300113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.83427341876705,NA,3.60933882530908,0,0,0,1,1,6.68,2.89473684210526,3.88936746246616,2.85714285714286,3.66666666666667,0,0,0,9.188,NA,0,3.34947183098591,0,1.7948402708295,0,0.5,2.45189048047879,1.44897175041419,NA,1.73205080756888,NA,NA,NA,0,0.4
"66","Tunisia","TUN",2.51875825613141,7.31073943661972,NA,8.63,NA,7.01526388518163,6.78571428571428,2.83333333333333,5,2,3,2.92408724484323,6.77329430924473,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.52056336165632,NA,7.00903856297253,5.97614304667197,0,0,2,2.5,7.26,2.05741626794258,6.71978833374354,3.57142857142857,5.66666666666667,0,0,0.5,10,NA,10,7.31073943661972,0,10,3,3.5,8.55028621545485,1.05253008065328,NA,1.73205080756888,NA,NA,NA,0,0.4
"67","Uganda","UGA",1.02749895246201,1.36883802816901,NA,6.47685598362573,8.5,4.45964667837198,7.85714285714285,2.83333333333333,5,2,3,1.92348150827419,5.43480631416747,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,2,0,10,0,10,0,0,2,2,5.43480631416747,8.36660026534076,3.21486397593191,7.81024967590665,0,0,2,2.5,10,10,7.55045532857495,8.71428571428571,5.66666666666667,0,2,3,2.95371196725146,7,7,1.36883802816901,0,10,1,2,3.69978111267276,1.61593381484914,NA,1.73205080756888,NA,1.06066017177982,NA,0,0.2
"68","Venezuela","VEN",1.35973278341711,9.81954225352111,NA,7.39956771629708,7.53588516746411,9.90977112676056,2.57142857142857,7.75,5,4,4.5,5.59787002882503,7.34788094119261,0,0,0,0,0,0,0,0,0,0,10,0,10,0,2,2,5,0,10,0,10,0,2,2.5,7.12403488666255,7.12163628313622,9.90936034944795,0,7.71362431027076,0,4,4,9.4,5.07177033492823,10,5.14285714285714,8.5,10,2,3,5.39913543259416,10,0,9.81954225352111,7,0,1,2,3.13361488596176,1.57096752790064,NA,NA,1.4142135623731,NA,NA,0,0.3
"69","Angola","AGO",1.03671059228239,9.29137323943663,NA,7.18,9.91626794258373,9.64568661971832,8.80614534865156,6.75,1.64433750980369,4,4.5,2.35112227682475,6.43491325823014,0,0,0,0,0,0,0,0,0,10,10,10,0,0,3,3,5,10,10,10,0,0,3,3.5,6.94550214167414,9.9159144233739,9.63917695627414,8.78113003306702,5.91607978309962,0,3,4,9,9.83253588516746,10,8.14285714285714,3.5,0,1,2.5,5.36,10,9.46943355444598,9.29137323943663,10,3.28867501960739,2,3,5.5277759605816,1.29646669660913,NA,1.73205080756888,1.73205080756888,0.471404520791032,NA,0,0.1
"70","Bahamas","BHS",3.42208152591971,3.12940140845071,NA,8.94,2.29425837320574,3.76166107833316,6.71428571428572,2,0,1,1.5,1.33004188702176,4.51781753950407,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.87693640846886,1.89433807606021,3.70814532860926,5.8554004376912,0,0,1,1.5,7.88,3.58851674641148,4.3939207482156,3.42857142857143,4,0,0,0.5,10,1,10,3.12940140845071,0,0,2,2,1.76901142123241,0.730437496906387,NA,NA,NA,NA,NA,0,0.3
"71","Belize","BLZ",1.14969762715685,2.68926056338029,NA,5.33616,NA,4.35072183965224,7.71428571428572,3.75,3.95643286970044,1,1.5,2.14778927818112,4.24310703279018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,4.81320317460213,NA,4.02098581861162,7.36788397613007,0,0,1,1,7.64,4.66507177033493,6.0121831159242,5.42857142857143,7.5,0,0,1,3.03232,NA,10,2.68926056338029,0,7.91286573940087,1,1.5,4.61299878346979,0.890637213945035,NA,1.73205080756888,NA,NA,NA,0,0.4
"72","Bosnia and Herzegovina","BIH",2.07856829432011,10,NA,7.72,2.11483253588516,7.05543933054394,6.85714285714285,2.58333333333333,0.847645628715,2,2.5,2.02913564774032,8.96509817462009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.37563556583431,1.79712689361946,6.41161341714226,6.09449400220044,0,0,1,2,5.44,3.22966507177033,4.11087866108787,3.71428571428571,5.16666666666667,0,0,0,10,1,10,10,0,1.69529125743,3,3,4.11739147693051,1.17818565128064,NA,1.73205080756888,NA,NA,NA,0,0.3
"73","Botswana","BWA",4.46315049109231,1.19278169014085,NA,8.89,4.9688995215311,1.40582968336725,8.21428571428572,1.41666666666666,0,2,2,1.04505763134463,8.87642870578376,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,8.82043082847998,4.56217022141728,1.38959262059737,8.01783725737273,0,0,2,2,7.78,6.9377990430622,1.61887767659365,6.42857142857143,2.83333333333333,0,0,0.5,10,3,10,1.19278169014085,0,0,2,2,1.09214545283165,0.527051486365837,NA,NA,NA,NA,NA,0,0.3
"74","Brunei Darussalam","BRN",0.186750379552523,1.50088028169014,NA,6.28846153846154,2.40909090909091,1.13223930402499,4.57142857142857,5,0,0,1,1.10684424928587,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.17454327180437,2.33549683248457,1.07054643578178,3.87298334620741,4.58257569495584,0,0,0.5,7.48,1.81818181818182,0.763598326359833,2.14285714285714,3,0,0,0.5,5.09692307692308,3,7,1.50088028169014,7,0,0,1,1.2251041921772,2.44350272711036,NA,NA,1.4142135623731,NA,NA,0,0.4
"75","Bulgaria","BGR",1.65560549674639,2.95334507042253,NA,6.13724876883918,3.70813397129186,2.7045214153491,4.43249707832931,2.16666666666667,0,0,0.5,1.31092712058552,8.59912643102679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00709147457156,3.47582216359218,2.6930508488994,4.08592462704212,0,0,0,0.5,4.88,2.41626794258373,2.45569776027566,2.71428571428571,4.33333333333333,0,0,0,7.39449753767835,5,6.1507084423729,2.95334507042253,0,0,0,0.5,1.71852991548664,1.38567562490567,NA,NA,NA,NA,0.627873382081549,0,0.3
"76","Cyprus","CYP",3.30481537696983,0,NA,7.7,1.5645933014354,2.05851587496924,1.92857142857143,2.75,0,1,1,1,8.43664513430751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.34846922834953,1.45917326005886,0,1.60356745147455,0,0,1,1,5.4,2.12918660287081,4.11703174993847,0.857142857142856,5.5,0,0,0,10,1,3,0,0,0,1,1,1,0.764311425816854,NA,NA,NA,NA,NA,0,0.3
"77","Djibouti","DJI",0.154599476611067,5.63820422535212,NA,7.42076923076923,6.6267942583732,5.61906519414296,5.48816697684907,3.66666666666667,0,1,2.5,1.54093812612329,4.81235837061384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.16290443884323,6.42401296571949,5.619032599435,4.80339430905653,0,0,1,2,9.36,8.25358851674641,5.5999261629338,8.14285714285714,7.33333333333333,0,0,2,5.48153846153846,5,2.833476810841,5.63820422535212,0,0,0,0,2.37449030854037,2.37696681793482,NA,NA,NA,NA,NA,0,0.3
"78","Ecuador","ECU",1.40688350583804,10,NA,5.92841297816148,4.07177033492823,7.81842234801871,7.42857142857143,8.41666666666666,0,3,3.5,1.77827941003892,8.43019925999556,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,10,0,1,1,5.81011387948068,3.92818304175981,7.50789231145294,6.9693205243717,8.29658564310243,0,2,3,4.75,5.14354066985646,5.63684469603741,4.85714285714286,9.83333333333333,0,0,0.5,7.10682595632296,3,10,10,7,0,2,3,3.16227766016838,1.77441758066447,NA,NA,1.4142135623731,NA,1.14994311077386,0,0.3
"79","Equatorial Guinea","GNQ",NA,5.77024647887324,NA,5.25641025641026,5.20334928229665,7.13106220079522,NA,1.58333333333334,0,1,2,1.54988184536555,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26455406828919,5.19937427225301,7.00001633445097,NA,0,0,1,1.5,10,5.4066985645933,8.49187792271721,6.14285714285714,3.16666666666667,0,1,1.5,0.512820512820513,5,NA,5.77024647887324,0,0,0,0,2.40213373459373,1.694821320072,NA,NA,NA,NA,NA,0,0.4
"80","Fiji","FJI",3.09709940875364,NA,NA,9.43,2.95215311004785,NA,7.28571428571428,2.41666666666667,0,2,2,1,3.16227766016838,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,9.41275730060007,2.21456682448186,NA,6.76123403782813,0,0,1,1.5,8.86,4.90430622009569,NA,4.57142857142857,4.83333333333333,0,0,0.5,10,1,10,NA,0,0,2,2,1,0.854892860878321,NA,NA,NA,NA,NA,0,0.4
"81","Greece","GRC",2.17764341664351,7.09066901408451,NA,6.625,1.55980861244019,5.6346158262645,1.92857142857143,4.08333333333333,0,0,1,1.6318183155401,6.71742394125076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70087712549569,0.599042297873154,5.44323475736897,1.60356745147455,0,0,0,1,3.25,0.119617224880383,4.1785626384445,0.857142857142856,8.16666666666667,0,0,0.5,10,3,3,7.09066901408451,0,0,1,1.5,2.66283101493214,1.17447719680077,NA,NA,NA,NA,NA,0,0.3
"82","Guyana","GUY",1.37915503034172,9.64348591549297,NA,7.099,NA,6.39416481351808,3.07142857142857,2.33333333333333,0,1,1.5,1.76221345398424,2.42385026127398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.07679871128182,NA,5.50701879774288,0,0,0,1,1.5,7.66,4.66507177033493,3.1448437115432,6.14285714285714,4.66666666666667,0,0,0.5,6.538,NA,0,9.64348591549297,0,0,0,0.5,3.10539625740307,1.2635088593157,NA,NA,NA,NA,NA,0,0.4
"83","Hungary","HUN",1.21522279143637,1.36883802816901,NA,6.75,2.96650717703349,2.59833730106457,2.12904761904762,2.16666666666667,0,0,0.5,1.08165314034204,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91607978309962,2.15987772115343,2.28903653707249,2.05472741790846,0,0,0,0.5,3.5,0.933014354066986,3.82783657396013,1.57142857142857,4.33333333333333,0,0,0,10,5,2.68666666666667,1.36883802816901,0,0,1,1,1.1699735160118,1.70431615637747,NA,NA,NA,NA,NA,0,0.3
"84","Kazakhstan","KAZ",4.37447626388938,9.29137323943663,NA,7.93,NA,8.13787219687805,4.45967568688418,2.5,0,2,2,1.74590245865098,7.47094152982825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.65506368360186,NA,8.05570600490963,3.27125575390005,0,0,2,2,5.86,1.26794258373206,6.98437115431947,1.42857142857143,5,0,0,0,10,NA,7.49077994519693,9.29137323943663,0,0,1,2,3.04817539512355,0.559934744157137,NA,NA,NA,NA,0.734440744476283,0,0.4
"85","Malaysia","MYS",2.87593712173545,2.16109154929577,NA,6.5,NA,1.08054577464789,5.03527875037605,6.75,5,0,2,2.1560969800068,5.59740015552807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.5,5.47722557505166,NA,0,4.39129529748218,6.74536878161602,0,0,1,3,2.3444976076555,0,2.57142857142857,6.5,0,0,0,10,NA,7.49912892932354,2.16109154929577,7,10,2,3,4.64875418719443,0.757831514485074,NA,1.73205080756888,1.4142135623731,NA,1.07085068496688,0,0.4
"86","Nicaragua","NIC",0.974827622429542,3.4375,NA,8.25,4.89712918660287,4.90943422348019,8.57142857142857,4.66666666666667,0,2,2,1.36163490766575,7.93767220446827,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,5,0,0,10,0,0,1,1.5,8.06225774829855,4.51472868726541,4.6835834610292,8.45154254728516,0,0,2,2,6.5,6.79425837320574,6.38136844696038,7.14285714285714,9.33333333333333,0,0,1,10,3,10,3.4375,0,0,2,2,1.85404962177392,2.30209552221837,NA,NA,NA,NA,0.549197141929013,0,0.3
"87","Oman","OMN",1.4707798597791,2.46919014084507,NA,7.69,3.11483253588516,2.90238980337848,4.85714285714285,6.83333333333333,0,1,1.5,1.25354126095115,6.67856582580081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,1,7.3348483283569,3.11271508739733,2.86987885164798,4.35889894354067,6.83130051063973,0,1,1.5,5.38,3.22966507177033,3.33558946591189,2.71428571428571,6.66666666666667,0,0,0,10,3,7,2.46919014084507,7,0,1,2,1.57136569290699,1.21406265641076,NA,NA,1.73205080756888,NA,NA,0,0.3
"88","Palau","PLW",NA,NA,NA,4.81,NA,NA,NA,1.83333333333334,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,9.62,NA,NA,4,3.66666666666667,0,0,0.5,0,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0.2,0.8
"89","Poland","POL",0.963649686041712,0.444542253521117,NA,5.96689519051539,1.89473684210526,1.25322116367909,5.42857142857143,1.08333333333334,0,0,1,0.816541498907863,9.4940983674232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13032824608815,1.53896752812773,0.957393182218721,2.9277002188456,0,0,0,0.5,2.92,0.789473684210526,2.06190007383707,0.857142857142856,2.16666666666667,0,0,0,9.01379038103079,3,10,0.444542253521117,0,0,1,1.5,0.666740019438699,2.03914961280903,NA,NA,NA,NA,1.15420607352302,0,0.3
